,UTS Depot,Bus,Route,Run,Operator,Unscheduled PO ,Scheduled PO,Actual PO,PO Diff,PO Depot ,Scheduled PI,Actual PI,PI diff,Depot PI
6791,OF,5444,,SBS60-504,40794,,2024-01-06 02:25:00,2024-01-06 02:01:00,-00:23,OF,2024-01-06 10:10:00,2024-01-06 02:06:00,-08:03,OF
6795,OF,5445,M60+,SBS60-518,620068,,2024-01-06 09:30:00,2024-01-06 09:16:00,-00:13,OF,2024-01-07 02:03:00,2024-01-07 02:01:00,-00:01,OF
6796,OF,5446,M60+,SBS60-512,690021,,2024-01-06 06:30:00,2024-01-06 06:41:00,+00:11,OF,2024-01-07 00:54:00,2024-01-07 02:51:00,+01:57,OF
6799,OF,5447,,SBS60-506,761054,,2024-01-06 04:08:00,,,,2024-01-07 01:51:00,,,
6800,OF,5448,M60+,SBS60-515,41570,,2024-01-06 08:30:00,2024-01-06 08:29:00,-00:00,OF,2024-01-07 02:44:00,,,
6801,OF,5449,M60+,SBS60-502,46089,,2024-01-06 01:30:00,2024-01-06 01:36:00,+00:06,OF,2024-01-06 09:17:00,2024-01-06 09:20:00,+00:03,OF
6802,OF,5450,M60+,SBS60-508,887254,,2024-01-06 04:38:00,2024-01-06 04:39:00,+00:01,OF,2024-01-07 02:29:00,2024-01-06 04:41:00,-21:47,OF
6804,OF,5450,,M35-308,46656,,2024-01-06 15:48:00,2024-01-06 15:47:00,-00:00,OF,2024-01-06 21:58:00,2024-01-06 21:48:00,-00:09,OF
6805,OF,5450,,M35-308,46656,,2024-01-06 20:12:00,,,,2024-01-07 01:05:00,,,
6808,OF,5451,,SBS60-507,45836,,2024-01-06 04:23:00,2024-01-06 04:22:00,-00:00,OF,2024-01-06 20:48:00,2024-01-06 04:25:00,-16:22,OF
6810,OF,5453,,SBS60-509,854014,,2024-01-06 05:20:00,2024-01-06 04:49:00,-00:30,OF,2024-01-07 01:40:00,,,
6811,OF,5454,,SBS60-505,1897,,2024-01-06 03:23:00,2024-01-06 03:29:00,+00:06,OF,2024-01-06 21:30:00,2024-01-06 03:33:00,-17:56,OF
6816,OF,5456,,SBS60-517,46900,,2024-01-06 08:50:00,,,,2024-01-06 23:30:00,,,
6817,OF,5464,,SBS60-510,862133,,2024-01-06 05:30:00,2024-01-06 21:06:00,-08:23,OF,2024-01-06 18:08:00,2024-01-07 18:08:00,+00:00,OF
6818,OF,5465,M60+,SBS60-503,45850,,2024-01-06 02:05:00,2024-01-06 02:08:00,+00:03,OF,2024-01-06 10:00:00,2024-01-06 09:57:00,-00:02,OF
6819,OF,5467,M60+,SBS60-501,45645,,2024-01-06 01:05:00,2024-01-06 00:57:00,-00:07,OF,2024-01-06 08:57:00,2024-01-06 13:08:00,+04:11,OF
6820,OF,5467,,M35-304,34751,,2024-01-06 11:43:00,,,,2024-01-06 21:13:00,,,
6822,OF,6089,M15+,SBS15-407,44871,,2024-01-06 07:09:00,2024-01-06 07:25:00,+00:16,OF,2024-01-06 22:17:00,2024-01-06 09:27:00,-12:49,OS
6828,OF,6091,,SBS15-441,621032,,2024-01-06 12:26:00,2024-01-06 12:43:00,+00:17,OF,2024-01-06 18:05:00,2024-01-06 12:53:00,-05:11,OS Lot
6831,OF,6093,,SBS15-401,964288,,2024-01-06 06:29:00,2024-01-06 06:20:00,-00:09,OF,2024-01-06 23:43:00,2024-01-06 06:32:00,-17:10,OS
6838,OF,6094,M15+,SBS15-402,41551,,2024-01-06 06:39:00,2024-01-06 06:49:00,+00:10,OF,2024-01-06 23:55:00,2024-01-06 08:58:00,-14:56,OS
6844,OF,6096,M15+,SBS15-430,44209,,2024-01-06 10:57:00,2024-01-06 11:04:00,+00:07,OF,2024-01-06 21:30:00,2024-01-06 16:15:00,-05:14,OS
6848,OF,6097,M15+,SBS15-426,991075,,2024-01-06 09:34:00,2024-01-06 12:24:00,+02:50,OS,2024-01-06 22:37:00,2024-01-06 14:40:00,-07:56,OS
6852,OF,6100,M15+,SBS15-415,24086,,2024-01-06 08:26:00,2024-01-06 08:40:00,+00:14,OF,2024-01-06 18:46:00,2024-01-06 10:59:00,-07:46,OS
6855,OF,6102,M15+,SBS15-447,46943,,2024-01-06 12:56:00,2024-01-06 13:04:00,+00:08,OF,2024-01-06 21:04:00,2024-01-06 15:37:00,-05:26,OS
6859,OF,6103,M15+,SBS15-409,919238,,2024-01-06 07:29:00,2024-01-06 07:31:00,+00:02,OF,2024-01-06 22:47:00,2024-01-06 07:36:00,-15:10,OS
6866,OF,6160,M35,M35-302,46677,,2024-01-06 06:03:00,2024-01-06 06:06:00,+00:03,OF,2024-01-06 22:15:00,2024-01-06 11:59:00,-10:15,OF
6867,OF,6164,M15+,SBS15-456,38848,,2024-01-06 14:22:00,2024-01-06 14:21:00,-00:00,OF,2024-01-06 20:05:00,2024-01-06 14:32:00,-05:32,OS
6871,OF,6166,M15+,SBS15-436,46572,,2024-01-06 11:56:00,2024-01-06 11:59:00,+00:03,OF,2024-01-06 17:35:00,2024-01-06 12:04:00,-05:30,OS
6876,OF,6167,M15+,SBS15-412,43704,,2024-01-06 07:59:00,2024-01-06 08:03:00,+00:04,OF,2024-01-06 23:16:00,2024-01-06 10:25:00,-12:50,OS
6882,OF,6198,,SBS60-521,699191,,2024-01-06 09:57:00,2024-01-06 10:02:00,+00:05,OF,2024-01-07 02:15:00,2024-01-07 02:22:00,+00:07,OF
